Time of Purchase,Lead Time,Ticket Type
09:30:44,1 days,advance
09:32:22,1 days,advance
09:33:36,1 days,advance
09:34:26,1 days,advance
09:35:05,0 days,off-peak
09:35:26,0 days,off-peak
09:36:22,1 days,advance
09:40:08,1 days,advance
09:40:41,1 days,advance
09:40:43,1 days,advance
10:08:36,0 days,off-peak
10:21:18,1 days,advance
10:24:49,1 days,advance
10:28:39,0 days,off-peak
10:40:55,1 days,advance
10:41:20,1 days,advance
10:42:31,0 days,off-peak
10:48:05,1 days,advance
10:56:28,1 days,advance
10:57:24,1 days,advance
11:40:15,0 days,off-peak
11:46:10,0 days,off-peak
11:57:57,1 days,advance
11:58:49,0 days,off-peak
12:00:25,1 days,advance
12:03:23,0 days,off-peak
12:07:36,1 days,advance
12:32:54,0 days,off-peak
12:39:37,1 days,advance
12:40:25,1 days,advance
13:20:35,1 days,advance
13:21:18,1 days,advance
13:22:33,0 days,off-peak
13:28:22,0 days,off-peak
13:35:28,1 days,advance
14:00:59,1 days,advance
14:01:57,0 days,off-peak
14:04:35,0 days,off-peak
14:07:32,1 days,advance
14:12:06,0 days,off-peak
14:14:42,1 days,advance
14:18:28,1 days,advance
14:20:47,0 days,off-peak
14:30:18,0 days,anytime
14:30:21,1 days,advance
14:30:48,0 days,anytime
14:31:35,0 days,anytime
14:33:29,0 days,anytime
14:33:29,0 days,anytime
14:34:55,0 days,anytime
14:36:33,1 days,advance
14:41:12,0 days,anytime
14:43:25,0 days,anytime
14:44:18,0 days,anytime
14:48:30,0 days,anytime
14:52:42,1 days,advance
14:53:43,1 days,advance
15:06:59,1 days,advance
15:10:15,0 days,anytime
15:17:37,0 days,anytime
15:18:02,0 days,anytime
15:19:26,0 days,anytime
15:33:51,0 days,anytime
15:45:56,0 days,anytime
15:47:05,0 days,anytime
15:48:42,0 days,anytime
15:54:49,1 days,advance
15:56:08,0 days,anytime
15:56:46,0 days,anytime
15:58:49,0 days,anytime
16:02:39,0 days,anytime
16:13:59,0 days,anytime
16:15:16,0 days,anytime
16:17:37,1 days,advance
16:24:35,1 days,advance
16:28:59,1 days,advance
17:00:57,1 days,advance
17:09:58,0 days,anytime
17:14:33,1 days,advance
17:19:37,0 days,anytime
17:19:50,0 days,anytime
17:20:06,0 days,anytime
17:20:22,0 days,anytime
17:21:46,0 days,anytime
17:29:06,1 days,advance
17:38:31,1 days,advance
17:38:50,1 days,advance
17:39:04,1 days,advance
17:47:07,1 days,advance
17:49:47,1 days,advance
17:53:43,1 days,advance
18:04:32,1 days,advance
18:11:01,0 days,anytime
18:12:04,1 days,advance
18:12:52,0 days,anytime
18:18:42,0 days,anytime
18:20:38,0 days,anytime
18:20:43,0 days,anytime
18:45:11,1 days,advance
18:46:51,1 days,advance
18:49:57,0 days,off-peak
18:57:30,0 days,off-peak
19:04:31,0 days,off-peak
19:24:45,1 days,advance
19:30:50,1 days,advance
19:32:50,1 days,advance
19:34:52,1 days,advance
19:37:53,0 days,off-peak
19:49:56,1 days,advance
20:00:44,0 days,off-peak
20:02:08,0 days,off-peak
20:16:55,1 days,advance
20:20:43,1 days,advance
20:22:05,1 days,advance
20:24:11,1 days,advance
20:25:01,1 days,advance
20:25:53,1 days,advance
20:32:37,1 days,advance
20:33:09,1 days,advance
20:33:13,1 days,advance
20:33:34,1 days,advance
20:42:31,0 days,off-peak
20:45:58,1 days,advance
20:49:42,1 days,advance
20:58:06,0 days,off-peak
21:49:33,1 days,advance
21:54:01,1 days,advance
21:54:19,1 days,advance
21:58:40,1 days,advance
22:10:05,1 days,advance
22:36:15,1 days,advance
22:40:38,1 days,advance
22:41:05,1 days,advance
23:36:18,1 days,advance
23:51:17,1 days,advance
23:54:47,1 days,advance
00:01:34,0 days,off-peak
00:03:48,1 days,advance
00:08:54,1 days,advance
00:09:52,0 days,off-peak
00:10:19,0 days,off-peak
00:13:22,0 days,off-peak
00:15:04,0 days,off-peak
00:23:49,2 days,advance
00:25:32,2 days,advance
00:40:15,0 days,off-peak
00:49:24,0 days,off-peak
01:02:34,0 days,off-peak
01:04:54,0 days,off-peak
01:06:02,1 days,advance
01:09:17,0 days,off-peak
01:11:27,1 days,advance
01:16:25,0 days,off-peak
01:17:21,1 days,advance
01:19:13,0 days,off-peak
01:30:00,0 days,off-peak
02:06:38,0 days,off-peak
02:12:07,0 days,off-peak
02:46:01,0 days,off-peak
02:46:09,0 days,off-peak
02:47:19,0 days,off-peak
02:47:48,0 days,off-peak
02:55:19,0 days,off-peak
03:02:20,1 days,advance
03:14:50,1 days,advance
03:22:37,1 days,advance
03:23:44,1 days,advance
03:34:11,0 days,off-peak
03:36:05,1 days,advance
03:37:12,1 days,advance
03:39:49,1 days,advance
04:31:12,1 days,advance
04:48:01,0 days,off-peak
04:48:57,0 days,off-peak
04:49:00,0 days,off-peak
04:53:38,0 days,off-peak
04:56:09,0 days,off-peak
04:56:59,0 days,off-peak
04:58:07,0 days,off-peak
05:01:04,0 days,off-peak
05:01:06,0 days,off-peak
05:04:23,0 days,off-peak
05:05:21,0 days,off-peak
05:12:02,0 days,off-peak
05:12:22,0 days,off-peak
05:12:53,0 days,off-peak
05:15:04,0 days,off-peak
05:16:07,0 days,off-peak
05:17:57,1 days,advance
05:19:08,1 days,advance
05:28:59,0 days,off-peak
05:41:18,0 days,off-peak
05:57:01,1 days,advance
06:03:05,1 days,advance
06:03:11,1 days,advance
06:07:14,1 days,advance
06:11:59,0 days,off-peak
06:12:27,0 days,off-peak
06:13:29,0 days,off-peak
06:13:56,0 days,off-peak
06:23:14,0 days,off-peak
06:24:20,1 days,advance
06:25:04,1 days,advance
06:31:11,1 days,advance
06:31:12,0 days,off-peak
06:37:13,0 days,off-peak
06:39:58,1 days,advance
06:41:54,0 days,off-peak
06:42:22,0 days,off-peak
06:59:12,0 days,off-peak
07:16:34,1 days,advance
07:17:27,0 days,off-peak
07:17:40,0 days,off-peak
07:21:56,1 days,advance
07:27:25,0 days,off-peak
07:28:32,0 days,off-peak
07:28:50,0 days,off-peak
07:34:14,0 days,off-peak
07:39:15,0 days,off-peak
07:45:42,1 days,advance
07:53:06,0 days,off-peak
07:56:25,1 days,advance
07:56:55,1 days,advance
07:57:33,1 days,advance
08:01:30,1 days,advance
08:01:43,1 days,advance
08:04:36,1 days,advance
08:05:48,1 days,advance
08:23:00,1 days,advance
08:27:39,1 days,advance
08:37:08,1 days,advance
08:54:10,1 days,advance
09:03:04,1 days,advance
09:03:15,1 days,advance
09:04:08,1 days,advance
09:05:38,1 days,advance
09:08:21,1 days,advance
09:11:36,1 days,advance
09:11:49,1 days,advance
09:20:07,1 days,advance
09:21:58,0 days,off-peak
09:32:55,1 days,advance
09:34:18,1 days,advance
09:36:40,0 days,off-peak
09:38:55,1 days,advance
09:40:36,1 days,advance
09:42:50,0 days,off-peak
09:51:48,1 days,advance
10:00:47,1 days,advance
10:19:32,0 days,off-peak
10:24:58,1 days,advance
10:30:37,0 days,off-peak
10:38:14,0 days,off-peak
10:39:06,0 days,off-peak
10:39:14,1 days,advance
10:40:45,0 days,off-peak
10:44:21,0 days,off-peak
11:02:59,1 days,advance
11:24:44,0 days,off-peak
11:25:02,0 days,off-peak
11:26:54,0 days,off-peak
11:55:22,0 days,off-peak
12:20:27,0 days,off-peak
12:23:07,0 days,off-peak
12:23:34,0 days,off-peak
12:25:10,0 days,off-peak
12:29:33,1 days,advance
12:37:39,1 days,advance
12:38:28,1 days,advance
12:43:59,0 days,off-peak
12:59:53,0 days,off-peak
12:59:57,0 days,off-peak
13:02:38,0 days,off-peak
13:08:05,0 days,off-peak
13:12:48,0 days,off-peak
13:21:55,0 days,off-peak
13:28:09,1 days,advance
13:38:36,1 days,advance
13:41:13,1 days,advance
13:44:48,1 days,advance
14:18:37,1 days,advance
14:26:27,0 days,off-peak
14:31:25,0 days,off-peak
14:31:59,0 days,off-peak
14:36:09,0 days,off-peak
14:40:17,0 days,off-peak
14:40:56,0 days,off-peak
14:42:25,0 days,off-peak
14:46:55,0 days,off-peak
14:48:33,1 days,advance
14:49:15,0 days,off-peak
14:50:28,1 days,advance
14:50:55,0 days,off-peak
14:52:16,1 days,advance
14:55:02,0 days,off-peak
14:58:43,26 days,advance
15:00:25,1 days,advance
15:03:02,1 days,advance
15:05:55,0 days,off-peak
15:20:01,0 days,off-peak
15:33:27,0 days,off-peak
15:33:48,0 days,off-peak
15:45:32,1 days,advance
15:47:29,1 days,advance
15:58:28,0 days,off-peak
16:06:44,0 days,off-peak
16:06:54,0 days,off-peak
16:11:58,0 days,off-peak
16:17:59,1 days,advance
16:25:46,1 days,advance
17:00:20,0 days,off-peak
17:12:34,1 days,advance
17:13:47,0 days,off-peak
17:16:11,0 days,off-peak
17:17:22,1 days,advance
17:18:24,0 days,off-peak
17:19:24,0 days,off-peak
17:22:21,0 days,off-peak
17:22:44,0 days,off-peak
17:24:32,1 days,advance
17:25:46,0 days,off-peak
17:26:40,0 days,off-peak
17:29:23,0 days,off-peak
17:30:46,1 days,advance
17:30:59,0 days,off-peak
17:35:40,1 days,advance
17:41:48,1 days,advance
17:42:51,1 days,advance
17:57:57,1 days,advance
18:12:25,1 days,advance
18:13:15,1 days,advance
18:13:20,1 days,advance
18:14:49,0 days,off-peak
18:16:17,0 days,off-peak
18:17:20,0 days,off-peak
18:17:21,0 days,off-peak
18:21:53,0 days,off-peak
18:22:13,0 days,off-peak
18:30:05,1 days,advance
18:30:57,1 days,advance
18:38:42,0 days,off-peak
18:38:46,0 days,off-peak
18:40:47,0 days,off-peak
18:41:03,1 days,advance
18:41:05,0 days,off-peak
18:51:52,1 days,advance
18:55:03,1 days,advance
18:58:10,1 days,advance
19:07:06,0 days,off-peak
19:20:51,1 days,advance
19:22:42,1 days,advance
19:23:45,1 days,advance
19:30:46,1 days,advance
19:31:48,1 days,advance
19:32:29,1 days,advance
19:32:37,1 days,advance
19:36:10,1 days,advance
19:36:39,1 days,advance
19:38:02,0 days,off-peak
19:38:38,1 days,advance
19:40:41,1 days,advance
19:45:06,1 days,advance
19:54:40,0 days,off-peak
20:03:16,0 days,off-peak
20:07:45,0 days,off-peak
20:09:49,1 days,advance
20:16:19,1 days,advance
20:20:14,1 days,advance
20:21:10,1 days,advance
20:21:29,1 days,advance
20:23:46,1 days,advance
20:24:02,1 days,advance
20:24:06,1 days,advance
20:24:26,1 days,advance
20:30:15,1 days,advance
20:34:20,1 days,advance
20:38:15,1 days,advance
20:46:09,0 days,off-peak
20:52:12,0 days,off-peak
20:54:40,1 days,advance
20:56:43,1 days,advance
20:57:52,0 days,off-peak
20:59:57,0 days,off-peak
21:29:59,1 days,advance
21:44:25,1 days,advance
21:48:26,1 days,advance
21:56:32,1 days,advance
22:30:48,1 days,advance
22:34:06,1 days,advance
22:41:50,1 days,advance
22:41:55,1 days,advance
23:02:09,1 days,advance
23:02:26,1 days,advance
23:04:40,1 days,advance
23:10:24,1 days,advance
00:07:14,1 days,advance
00:08:42,1 days,advance
00:14:17,0 days,off-peak
00:14:43,0 days,off-peak
00:17:58,1 days,advance
00:19:56,0 days,off-peak
00:24:18,0 days,off-peak
00:27:06,0 days,off-peak
00:31:28,2 days,advance
00:31:54,0 days,off-peak
00:32:17,0 days,off-peak
01:12:16,0 days,off-peak
01:13:44,1 days,advance
01:22:56,1 days,advance
01:24:01,1 days,advance
01:33:19,1 days,advance
01:40:36,1 days,advance
01:44:27,0 days,off-peak
01:44:58,1 days,advance
01:59:57,1 days,advance
02:03:37,0 days,off-peak
02:09:16,1 days,advance
02:12:12,0 days,off-peak
02:14:39,0 days,off-peak
03:00:43,0 days,off-peak
03:08:03,1 days,advance
03:10:48,0 days,off-peak
03:11:47,1 days,advance
03:20:10,0 days,off-peak
03:24:14,1 days,advance
03:36:26,1 days,advance
03:38:37,1 days,advance
03:40:56,1 days,advance
03:42:34,1 days,advance
03:55:25,1 days,advance
04:14:59,0 days,off-peak
04:27:35,0 days,off-peak
04:43:32,1 days,advance
04:49:32,0 days,off-peak
04:50:31,0 days,off-peak
04:50:44,0 days,off-peak
04:53:51,0 days,off-peak
04:56:19,0 days,off-peak
04:58:21,0 days,off-peak
04:59:26,0 days,off-peak
05:00:58,0 days,off-peak
05:03:53,0 days,off-peak
05:05:26,0 days,off-peak
05:10:01,0 days,off-peak
05:14:58,0 days,off-peak
05:19:44,0 days,off-peak
05:41:14,0 days,off-peak
05:45:08,0 days,off-peak
05:47:47,0 days,off-peak
05:59:34,0 days,off-peak
06:00:10,0 days,off-peak
06:04:50,1 days,advance
06:06:24,1 days,advance
06:07:49,0 days,off-peak
06:08:11,0 days,off-peak
06:10:29,1 days,advance
06:11:28,0 days,off-peak
06:18:47,0 days,off-peak
06:30:18,0 days,off-peak
06:31:16,0 days,off-peak
06:41:48,0 days,off-peak
06:58:04,0 days,off-peak
07:16:39,0 days,off-peak
07:21:56,0 days,off-peak
07:24:35,0 days,off-peak
07:27:42,0 days,off-peak
07:28:06,1 days,advance
07:28:32,0 days,off-peak
07:33:57,0 days,off-peak
07:36:24,0 days,off-peak
07:41:07,1 days,advance
07:41:13,0 days,off-peak
07:44:38,0 days,off-peak
07:47:29,1 days,advance
07:50:49,1 days,advance
07:54:43,1 days,advance
07:54:43,1 days,advance
07:55:45,1 days,advance
07:58:25,0 days,off-peak
07:59:52,0 days,off-peak
08:00:43,1 days,advance
08:04:32,1 days,advance
08:06:57,0 days,off-peak
08:09:31,1 days,advance
08:11:28,1 days,advance
08:13:11,1 days,advance
08:13:13,1 days,advance
08:14:29,1 days,advance
08:20:55,1 days,advance
08:21:17,1 days,advance
08:25:34,1 days,advance
08:26:35,1 days,advance
08:28:14,1 days,advance
08:29:38,0 days,off-peak
08:38:48,0 days,off-peak
08:40:15,0 days,off-peak
08:52:48,1 days,advance
08:54:58,1 days,advance
09:00:07,1 days,advance
09:00:33,1 days,advance
09:02:46,1 days,advance
09:03:10,1 days,advance
09:03:33,0 days,off-peak
09:04:22,1 days,advance
09:04:36,1 days,advance
09:05:06,1 days,advance
09:06:13,1 days,advance
09:11:38,0 days,off-peak
09:11:58,1 days,advance
09:12:56,1 days,advance
09:14:13,0 days,off-peak
09:14:46,1 days,advance
09:32:06,0 days,off-peak
09:33:16,1 days,advance
09:35:54,1 days,advance
09:38:29,1 days,advance
09:43:35,1 days,advance
09:53:00,0 days,off-peak
09:53:30,0 days,off-peak
09:59:43,1 days,advance
10:20:55,1 days,advance
10:23:31,0 days,off-peak
10:43:21,1 days,advance
10:44:02,0 days,off-peak
10:49:02,0 days,off-peak
10:49:36,1 days,advance
10:54:27,1 days,advance
11:06:55,1 days,advance
11:07:40,1 days,advance
11:10:24,1 days,advance
11:18:35,0 days,off-peak
11:30:36,0 days,off-peak
11:35:56,0 days,off-peak
11:47:38,0 days,off-peak
11:51:45,0 days,off-peak
11:52:46,0 days,off-peak
11:58:47,1 days,advance
12:00:07,1 days,advance
12:04:30,1 days,advance
12:05:52,0 days,off-peak
12:35:29,1 days,advance
12:36:40,1 days,advance
12:42:44,1 days,advance
12:44:54,1 days,advance
12:46:13,0 days,off-peak
12:50:33,0 days,off-peak
12:53:57,0 days,off-peak
13:07:17,0 days,off-peak
13:25:37,1 days,advance
13:40:28,0 days,off-peak
13:47:22,0 days,off-peak
14:06:35,0 days,off-peak
14:12:28,0 days,off-peak
14:15:09,0 days,off-peak
14:19:29,1 days,advance
14:22:55,0 days,off-peak
14:23:08,1 days,advance
14:26:28,0 days,off-peak
14:32:48,1 days,advance
14:39:10,0 days,off-peak
14:40:06,0 days,off-peak
14:43:14,0 days,off-peak
14:46:49,1 days,advance
14:48:51,1 days,advance
14:52:59,0 days,off-peak
14:58:32,0 days,off-peak
15:03:37,0 days,off-peak
15:10:51,0 days,off-peak
15:13:36,0 days,off-peak
15:18:12,1 days,advance
15:33:46,0 days,off-peak
15:35:38,1 days,advance
15:46:02,1 days,advance
15:52:41,0 days,off-peak
15:54:59,0 days,off-peak
15:56:01,1 days,advance
15:57:57,0 days,off-peak
15:59:45,0 days,off-peak
16:05:08,1 days,advance
16:08:24,1 days,advance
16:12:19,0 days,off-peak
16:14:06,0 days,off-peak
16:15:58,0 days,off-peak
16:16:03,0 days,off-peak
16:18:30,1 days,advance
16:21:31,0 days,off-peak
16:21:50,1 days,advance
16:41:47,1 days,advance
16:52:14,1 days,advance
16:52:56,1 days,advance
17:00:13,1 days,advance
17:08:22,1 days,advance
17:12:37,1 days,advance
17:16:31,0 days,off-peak
17:16:33,0 days,off-peak
17:18:03,0 days,off-peak
17:18:18,0 days,off-peak
17:18:23,0 days,off-peak
17:22:29,0 days,off-peak
17:24:01,0 days,off-peak
17:26:26,0 days,off-peak
17:28:57,1 days,advance
17:29:21,0 days,off-peak
17:29:26,0 days,off-peak
17:35:35,1 days,advance
17:36:07,1 days,advance
17:38:35,1 days,advance
17:41:49,1 days,advance
17:43:42,1 days,advance
17:47:08,1 days,advance
17:48:13,1 days,advance
17:50:13,1 days,advance
17:52:11,1 days,advance
17:57:35,1 days,advance
18:05:00,1 days,advance
18:14:35,0 days,off-peak
18:31:43,0 days,off-peak
18:32:14,1 days,advance
18:34:16,0 days,off-peak
18:34:17,1 days,advance
18:35:03,1 days,advance
18:35:19,1 days,advance
18:39:01,1 days,advance
18:52:17,1 days,advance
19:03:08,0 days,off-peak
19:22:51,0 days,off-peak
19:23:22,1 days,advance
19:24:14,1 days,advance
19:32:57,1 days,advance
19:36:50,1 days,advance
19:38:49,1 days,advance
19:42:34,1 days,advance
19:43:48,1 days,advance
19:46:39,1 days,advance
20:01:37,1 days,advance
20:07:26,1 days,advance
20:07:48,0 days,off-peak
20:10:33,0 days,off-peak
20:12:47,1 days,advance
20:15:48,1 days,advance
20:18:10,1 days,advance
20:22:56,1 days,advance
20:23:11,1 days,advance
20:26:19,1 days,advance
20:26:33,1 days,advance
20:27:17,1 days,advance
20:30:53,1 days,advance
20:32:32,1 days,advance
20:34:31,0 days,off-peak
20:50:40,0 days,off-peak
21:28:49,1 days,advance
21:35:34,1 days,advance
21:42:49,1 days,advance
21:45:41,1 days,advance
21:46:41,1 days,advance
21:57:35,1 days,advance
21:58:13,1 days,advance
22:20:09,1 days,advance
22:34:55,1 days,advance
22:35:53,1 days,advance
23:03:15,1 days,advance
23:07:29,1 days,advance
23:10:17,1 days,advance
23:37:46,1 days,advance
23:50:51,1 days,advance
23:52:34,1 days,advance
00:00:29,0 days,off-peak
00:07:59,0 days,off-peak
00:10:15,0 days,off-peak
00:20:50,0 days,off-peak
00:23:11,2 days,advance
00:24:11,2 days,advance
00:25:42,0 days,off-peak
00:26:37,0 days,off-peak
00:40:50,0 days,off-peak
00:41:34,0 days,off-peak
00:46:07,0 days,off-peak
00:47:48,0 days,off-peak
01:02:44,0 days,off-peak
01:04:34,0 days,off-peak
01:06:50,1 days,advance
01:07:14,0 days,off-peak
01:07:38,1 days,advance
01:12:13,0 days,off-peak
01:17:55,0 days,off-peak
01:18:31,0 days,off-peak
01:19:45,0 days,off-peak
01:24:02,0 days,off-peak
01:24:05,1 days,advance
01:26:19,1 days,advance
01:41:14,1 days,advance
01:56:12,1 days,advance
02:02:12,1 days,advance
02:12:09,0 days,off-peak
02:13:10,1 days,advance
02:14:30,1 days,advance
02:15:20,0 days,off-peak
02:34:07,1 days,advance
02:46:49,0 days,off-peak
03:00:04,0 days,off-peak
03:00:41,0 days,off-peak
03:23:36,0 days,off-peak
03:29:59,1 days,advance
03:30:38,1 days,advance
03:32:06,1 days,advance
03:36:32,1 days,advance
03:46:49,0 days,off-peak
03:53:31,0 days,off-peak
03:56:49,1 days,advance
04:01:51,1 days,advance
04:10:32,1 days,advance
04:16:37,0 days,off-peak
04:20:22,1 days,advance
04:25:28,1 days,advance
04:35:56,0 days,anytime
04:39:03,1 days,advance
04:47:32,0 days,anytime
04:48:18,0 days,anytime
04:49:36,0 days,anytime
04:50:19,0 days,anytime
05:05:58,0 days,anytime
05:07:27,0 days,anytime
05:11:29,0 days,anytime
05:16:01,0 days,anytime
05:16:42,0 days,anytime
05:29:39,0 days,anytime
05:46:24,1 days,advance
05:50:16,0 days,anytime
05:54:09,1 days,advance
05:54:17,0 days,anytime
06:00:39,0 days,anytime
06:03:14,1 days,advance
06:05:36,0 days,anytime
06:06:47,1 days,advance
06:09:14,0 days,anytime
06:12:01,0 days,anytime
06:12:08,0 days,anytime
06:13:37,0 days,anytime
06:24:45,1 days,advance
06:31:02,0 days,anytime
06:32:44,0 days,anytime
06:36:41,0 days,anytime
06:37:42,0 days,anytime
06:38:04,1 days,advance
06:38:14,1 days,advance
06:43:27,0 days,anytime
06:44:42,0 days,anytime
06:52:03,0 days,anytime
06:57:07,1 days,advance
06:57:13,0 days,anytime
06:57:45,1 days,advance
07:18:19,0 days,anytime
07:23:26,0 days,anytime
07:27:28,0 days,anytime
07:35:30,0 days,off-peak
07:45:34,0 days,off-peak
07:48:36,1 days,advance
07:49:07,1 days,advance
07:51:39,0 days,off-peak
07:54:11,0 days,anytime
07:57:20,1 days,advance
07:58:23,0 days,off-peak
08:00:54,1 days,advance
08:03:19,1 days,advance
08:03:23,1 days,advance
08:04:17,1 days,advance
08:08:49,1 days,advance
08:09:01,1 days,advance
08:09:08,1 days,advance
08:09:34,1 days,advance
08:10:07,1 days,advance
08:13:46,1 days,advance
08:15:23,1 days,advance
08:16:09,1 days,advance
08:16:46,1 days,advance
08:21:10,1 days,advance
08:22:48,1 days,advance
08:23:01,1 days,advance
08:23:05,1 days,advance
08:26:28,1 days,advance
08:27:58,1 days,advance
08:28:23,1 days,advance
09:00:56,1 days,advance
09:02:07,1 days,advance
09:05:57,1 days,advance
09:06:13,1 days,advance
09:08:08,1 days,advance
09:09:28,1 days,advance
09:09:56,1 days,advance
09:11:00,1 days,advance
09:11:10,1 days,advance
09:11:49,1 days,advance
09:29:26,0 days,off-peak
09:32:20,1 days,advance
09:33:03,0 days,off-peak
09:34:38,0 days,off-peak
09:35:40,1 days,advance
09:38:46,0 days,off-peak
09:41:25,0 days,off-peak
09:41:45,1 days,advance
09:42:34,1 days,advance
09:49:15,1 days,advance
09:53:29,0 days,off-peak
10:19:03,1 days,advance
10:22:42,1 days,advance
10:25:14,0 days,off-peak
10:25:32,0 days,off-peak
10:29:55,0 days,off-peak
10:34:24,1 days,advance
10:35:39,1 days,advance
10:37:21,1 days,advance
10:50:59,1 days,advance
10:51:04,0 days,off-peak
11:03:59,0 days,off-peak
11:09:43,1 days,advance
11:15:23,1 days,advance
11:31:25,0 days,off-peak
11:34:20,1 days,advance
11:34:25,0 days,off-peak
11:42:27,0 days,off-peak
11:46:33,0 days,off-peak
11:51:02,0 days,off-peak
11:56:29,0 days,off-peak
12:07:27,1 days,advance
12:08:59,0 days,off-peak
12:10:50,0 days,off-peak
12:12:52,1 days,advance
12:24:22,0 days,off-peak
12:32:05,1 days,advance
12:32:30,0 days,off-peak
12:42:18,0 days,off-peak
12:57:29,0 days,off-peak
13:10:06,0 days,off-peak
13:30:05,1 days,advance
13:36:44,0 days,off-peak
