Date of Journey,Departure Station,Arrival Destination,Departure Time,Percentage Delay,Delay Category,Departure Hour,DayOfWeek,IsWeekend,Month,IsPeakHour
2024-01-02,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-02,birmingham new street,stafford,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-02,birmingham new street,tamworth,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-02,london st pancras,wolverhampton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-01-02,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-02,london euston,manchester piccadilly,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-02,liverpool lime street,crewe,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-02,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-02,london st pancras,wolverhampton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-01-03,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-01-03,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-01-03,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-01-03,london kings cross,york,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-01-02,london st pancras,birmingham new street,2025-11-24 19:00:00,0.0,On Time,19,0,0,11,True
2024-01-03,london kings cross,york,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-01-03,birmingham new street,manchester piccadilly,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-01-03,liverpool lime street,leeds,2025-11-24 16:30:00,0.0,On Time,16,0,0,11,True
2024-01-02,london kings cross,york,2025-11-24 19:30:00,0.0,On Time,19,0,0,11,True
2024-01-03,manchester piccadilly,london kings cross,2025-11-24 16:30:00,0.0,On Time,16,0,0,11,True
2024-01-03,liverpool lime street,london euston,2025-11-24 17:30:00,18.51851851851852,Medium,17,0,0,11,True
2024-01-03,liverpool lime street,leeds,2025-11-24 16:30:00,0.0,On Time,16,0,0,11,True
2024-01-02,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-02,liverpool lime street,manchester piccadilly,2025-11-24 19:45:00,0.0,On Time,19,0,0,11,True
2024-01-02,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,london kings cross,york,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-01-02,liverpool lime street,manchester piccadilly,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-01-03,london kings cross,york,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-01-03,london euston,birmingham new street,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-01-03,london kings cross,york,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-01-02,manchester piccadilly,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-01-02,london kings cross,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-01-03,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-01-03,reading,swindon,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-01-03,london euston,birmingham new street,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 18:30:00,0.0,On Time,18,0,0,11,True
2024-01-02,liverpool lime street,manchester piccadilly,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 18:30:00,0.0,On Time,18,0,0,11,True
2024-01-02,liverpool lime street,manchester piccadilly,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-01-03,london kings cross,york,2025-11-24 18:30:00,0.0,On Time,18,0,0,11,True
2024-01-02,london euston,birmingham new street,2025-11-24 21:30:00,cancelled,Cancelled,21,0,0,11,False
2024-01-03,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-01-03,birmingham new street,tamworth,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-01-03,birmingham new street,nuneaton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-01-03,birmingham new street,nuneaton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,birmingham new street,nuneaton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,london euston,manchester piccadilly,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-01-03,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-01-03,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-01-03,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-03,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-01-02,london kings cross,york,2025-11-24 22:00:00,0.0,On Time,22,0,0,11,False
2024-01-02,london kings cross,york,2025-11-24 22:15:00,-0.0,On Time,22,0,0,11,False
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 19:15:00,0.0,On Time,19,0,0,11,True
2024-01-03,london kings cross,york,2025-11-24 19:30:00,0.0,On Time,19,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-01-03,birmingham new street,london st pancras,2025-11-24 00:15:00,cancelled,Cancelled,0,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-01-03,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 22:00:00,0.0,On Time,22,0,0,11,False
2024-01-03,london euston,birmingham new street,2025-11-24 22:15:00,0.0,On Time,22,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 01:30:00,0.0,On Time,1,0,0,11,False
2024-01-03,london euston,manchester piccadilly,2025-11-24 22:30:00,-0.0,On Time,22,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 01:30:00,0.0,On Time,1,0,0,11,False
2024-01-03,london st pancras,birmingham new street,2025-11-24 22:30:00,0.0,On Time,22,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 01:30:00,0.0,On Time,1,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 01:30:00,0.0,On Time,1,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-01-03,york,durham,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 23:15:00,-0.0,On Time,23,0,0,11,False
2024-01-03,london st pancras,birmingham new street,2025-11-24 02:45:00,0.0,On Time,2,0,0,11,False
2024-01-04,york,durham,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-01-03,london st pancras,birmingham new street,2025-11-24 02:45:00,0.0,On Time,2,0,0,11,False
2024-01-03,london st pancras,birmingham new street,2025-11-24 02:45:00,0.0,On Time,2,0,0,11,False
2024-01-03,york,durham,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 03:00:00,0.0,On Time,3,0,0,11,False
2024-01-04,liverpool lime street,manchester piccadilly,2025-11-24 00:15:00,0.0,On Time,0,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 03:15:00,0.0,On Time,3,0,0,11,False
2024-01-04,liverpool lime street,manchester piccadilly,2025-11-24 00:15:00,0.0,On Time,0,0,0,11,False
2024-01-03,birmingham new street,reading,2025-11-24 03:30:00,0.0,On Time,3,0,0,11,False
2024-01-03,york,durham,2025-11-24 03:30:00,24.0,Medium,3,0,0,11,False
2024-01-03,york,birmingham new street,2025-11-24 03:45:00,0.0,On Time,3,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 04:00:00,0.0,On Time,4,0,0,11,False
2024-01-03,london euston,birmingham new street,2025-11-24 04:15:00,cancelled,Cancelled,4,0,0,11,False
2024-01-03,london euston,birmingham new street,2025-11-24 04:15:00,cancelled,Cancelled,4,0,0,11,False
2024-01-04,liverpool lime street,manchester piccadilly,2025-11-24 01:30:00,0.0,On Time,1,0,0,11,False
2024-01-04,london st pancras,birmingham new street,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-01-04,york,durham,2025-11-24 01:45:00,cancelled,Cancelled,1,0,0,11,False
2024-01-04,liverpool lime street,manchester piccadilly,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 04:45:00,0.0,On Time,4,0,0,11,False
2024-01-03,london kings cross,york,2025-11-24 04:45:00,0.0,On Time,4,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 05:00:00,0.0,On Time,5,0,0,11,False
2024-01-04,liverpool lime street,manchester piccadilly,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-01-04,london euston,birmingham new street,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-01-04,liverpool lime street,manchester piccadilly,2025-11-24 03:00:00,0.0,On Time,3,0,0,11,False
2024-01-03,london kings cross,york,2025-11-24 06:00:00,0.0,On Time,6,0,0,11,False
2024-01-03,reading,didcot,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-01-03,reading,oxford,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,cancelled,Cancelled,6,0,0,11,False
2024-01-03,london kings cross,york,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,cancelled,Cancelled,6,0,0,11,False
2024-01-03,york,doncaster,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-03,birmingham new street,london st pancras,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-03,london euston,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-03,york,doncaster,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-03,birmingham new street,london st pancras,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-01-04,london euston,birmingham new street,2025-11-24 03:45:00,0.0,On Time,3,0,0,11,False
2024-01-03,birmingham new street,london st pancras,2025-11-24 07:00:00,0.0,On Time,7,0,0,11,True
2024-01-04,london kings cross,york,2025-11-24 04:00:00,0.0,On Time,4,0,0,11,False
2024-01-03,london euston,birmingham new street,2025-11-24 07:15:00,0.0,On Time,7,0,0,11,True
2024-01-04,london euston,birmingham new street,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-01-04,manchester piccadilly,london paddington,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-01-03,reading,swindon,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-03,reading,swindon,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-03,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-04,birmingham new street,london st pancras,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-03,york,doncaster,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-03,reading,swindon,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-03,reading,swindon,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-03,london euston,birmingham new street,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,london euston,birmingham new street,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,london euston,manchester piccadilly,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-01-03,liverpool lime street,london euston,2025-11-24 08:00:00,40.0,Long,8,0,0,11,True
2024-01-03,liverpool lime street,london euston,2025-11-24 08:00:00,40.0,Long,8,0,0,11,True
2024-01-03,liverpool lime street,london euston,2025-11-24 08:00:00,40.0,Long,8,0,0,11,True
2024-01-03,liverpool lime street,london euston,2025-11-24 08:00:00,40.0,Long,8,0,0,11,True
2024-01-03,birmingham new street,liverpool lime street,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-01-03,london euston,manchester piccadilly,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-01-03,london st pancras,birmingham new street,2025-11-24 08:15:00,0.0,On Time,8,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 08:30:00,0.0,On Time,8,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 08:30:00,0.0,On Time,8,0,0,11,True
2024-01-03,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-04,london kings cross,liverpool lime street,2025-11-24 05:45:00,0.0,On Time,5,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,london kings cross,york,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-04,liverpool lime street,manchester piccadilly,2025-11-24 05:45:00,80.0,Long,5,0,0,11,False
2024-01-03,london paddington,reading,2025-11-24 08:45:00,0.0,On Time,8,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 08:45:00,0.0,On Time,8,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-03,liverpool lime street,manchester piccadilly,2025-11-24 09:00:00,0.0,On Time,9,0,0,11,True
2024-01-04,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-01-04,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-01-04,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-01-03,london kings cross,edinburgh waverley,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-01-04,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-01-03,london kings cross,edinburgh waverley,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-01-04,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-01-04,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-01-04,london euston,manchester piccadilly,2025-11-24 06:30:00,cancelled,Cancelled,6,0,0,11,False
2024-01-04,birmingham new street,london st pancras,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-04,york,doncaster,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-04,birmingham new street,nuneaton,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-04,london st pancras,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-04,london st pancras,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-01-04,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-01-04,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-04,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-04,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-04,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-01-04,london kings cross,york,2025-11-24 07:15:00,0.0,On Time,7,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-01-04,london paddington,london waterloo,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-04,london euston,birmingham new street,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-04,london kings cross,york,2025-11-24 07:30:00,cancelled,Cancelled,7,0,0,11,True
2024-01-03,london euston,birmingham new street,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-01-04,london st pancras,birmingham new street,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-01-03,london euston,birmingham new street,2025-11-24 09:45:00,0.0,On Time,9,0,0,11,True
2024-01-04,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-01-03,london st pancras,birmingham new street,2025-11-24 11:00:00,0.0,On Time,11,0,0,11,False
2024-01-04,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-01-04,london euston,manchester piccadilly,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-01-04,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-01-03,manchester piccadilly,liverpool lime street,2025-11-24 11:00:00,580.0,Extreme,11,0,0,11,False
2024-01-04,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
